"","time","P1eu"
"116",2018-01-05 21:00:00,274.18
"117",2018-01-05 22:00:00,442.19
"118",2018-01-05 23:00:00,262.37
"119",2018-01-06 00:00:00,209.01
"120",2018-01-06 01:00:00,205.96
"121",2018-01-06 02:00:00,255.03
"122",2018-01-06 03:00:00,324.5
"123",2018-01-06 04:00:00,253.67
"124",2018-01-06 05:00:00,198.68
"125",2018-01-06 06:00:00,215.79
"126",2018-01-06 07:00:00,195.04
"127",2018-01-06 08:00:00,143.39
"128",2018-01-06 09:00:00,130.25
"129",2018-01-06 10:00:00,167.57
"130",2018-01-06 11:00:00,NA
"131",2018-01-06 12:00:00,114.43
"132",2018-01-06 13:00:00,106.93
"133",2018-01-06 14:00:00,93.11
"134",2018-01-06 15:00:00,81.89
"135",2018-01-06 16:00:00,69.57
"136",2018-01-06 17:00:00,66.68
"137",2018-01-06 18:00:00,91.35
"138",2018-01-06 19:00:00,125.12
"139",2018-01-06 20:00:00,159.12
"140",2018-01-06 21:00:00,179.69
"141",2018-01-06 22:00:00,157.74
"142",2018-01-06 23:00:00,154.7
"143",2018-01-07 00:00:00,152
"144",2018-01-07 01:00:00,143.62
"145",2018-01-07 02:00:00,128.4
"146",2018-01-07 03:00:00,116.7
"147",2018-01-07 04:00:00,105.46
"148",2018-01-07 05:00:00,99.45
"149",2018-01-07 06:00:00,120.52
"150",2018-01-07 07:00:00,133.47
"151",2018-01-07 08:00:00,147.02
"152",2018-01-07 09:00:00,148.82
"153",2018-01-07 10:00:00,180.25
"154",2018-01-07 11:00:00,NA
"155",2018-01-07 12:00:00,62.7
"156",2018-01-07 13:00:00,163.51
"157",2018-01-07 14:00:00,163.44
"158",2018-01-07 15:00:00,138.42
"159",2018-01-07 16:00:00,78.72
"160",2018-01-07 17:00:00,53.1
"161",2018-01-07 18:00:00,74.85
"162",2018-01-07 19:00:00,112.45
"163",2018-01-07 20:00:00,150.34
"164",2018-01-07 21:00:00,148.63
"165",2018-01-07 22:00:00,150.12
"166",2018-01-07 23:00:00,151.6
"167",2018-01-08 00:00:00,162.93
"168",2018-01-08 01:00:00,223.73
"169",2018-01-08 02:00:00,233.55
"170",2018-01-08 03:00:00,167.86
"171",2018-01-08 04:00:00,127.83
"172",2018-01-08 05:00:00,152.01
"173",2018-01-08 06:00:00,177.45
"174",2018-01-08 07:00:00,249.73
"175",2018-01-08 08:00:00,244.61
"176",2018-01-08 09:00:00,201.47
"177",2018-01-08 10:00:00,186.63
"178",2018-01-08 11:00:00,146.3
"179",2018-01-08 12:00:00,131.86
"180",2018-01-08 13:00:00,139.75
"181",2018-01-08 14:00:00,209.31
"182",2018-01-08 15:00:00,255.82
"183",2018-01-08 16:00:00,232.41
"184",2018-01-08 17:00:00,198.26
"185",2018-01-08 18:00:00,212.68
"186",2018-01-08 19:00:00,217.6
"187",2018-01-08 20:00:00,367.2
"188",2018-01-08 21:00:00,413.07
"189",2018-01-08 22:00:00,338.17
"190",2018-01-08 23:00:00,342.76
"191",2018-01-09 00:00:00,465.19
"192",2018-01-09 01:00:00,541.49
"193",2018-01-09 02:00:00,481.45
"194",2018-01-09 03:00:00,451.22
"195",2018-01-09 04:00:00,431.09
"196",2018-01-09 05:00:00,434.85
"197",2018-01-09 06:00:00,337.84
"198",2018-01-09 07:00:00,290.65
"199",2018-01-09 08:00:00,318.5
"200",2018-01-09 09:00:00,323.81
"201",2018-01-09 10:00:00,215.53
"202",2018-01-09 11:00:00,174.14
"203",2018-01-09 12:00:00,250.97
"204",2018-01-09 13:00:00,254.9
"205",2018-01-09 14:00:00,193.51
"206",2018-01-09 15:00:00,146.42
"207",2018-01-09 16:00:00,23.56
"208",2018-01-09 17:00:00,35.71
"209",2018-01-09 18:00:00,32.19
"210",2018-01-09 19:00:00,23.68
"211",2018-01-09 20:00:00,17.34
"212",2018-01-09 21:00:00,15.44
"213",2018-01-09 22:00:00,12.08
"214",2018-01-09 23:00:00,9.92
"215",2018-01-10 00:00:00,7.61
"216",2018-01-10 01:00:00,7.23
"217",2018-01-10 02:00:00,7.19
"218",2018-01-10 03:00:00,6.58
"219",2018-01-10 04:00:00,5.35
"220",2018-01-10 05:00:00,4.91
"221",2018-01-10 06:00:00,4.7
"222",2018-01-10 07:00:00,5.06
"223",2018-01-10 08:00:00,6.6
"224",2018-01-10 09:00:00,8.03
"225",2018-01-10 10:00:00,10.68
"226",2018-01-10 11:00:00,12.89
"227",2018-01-10 12:00:00,13.21
"228",2018-01-10 13:00:00,11.54
"229",2018-01-10 14:00:00,11.61
"230",2018-01-10 15:00:00,11.39
"231",2018-01-10 16:00:00,14.04
"232",2018-01-10 17:00:00,15.96
"233",2018-01-10 18:00:00,18.43
"234",2018-01-10 19:00:00,23.45
"235",2018-01-10 20:00:00,21.67
"236",2018-01-10 21:00:00,20.66
"237",2018-01-10 22:00:00,30.16
"238",2018-01-10 23:00:00,41.75
"239",2018-01-11 00:00:00,79.34
"240",2018-01-11 01:00:00,145.41
"241",2018-01-11 02:00:00,87.75
"242",2018-01-11 03:00:00,58.74
"243",2018-01-11 04:00:00,64.02
"244",2018-01-11 05:00:00,42.68
"245",2018-01-11 06:00:00,42.97
"246",2018-01-11 07:00:00,39.57
"247",2018-01-11 08:00:00,29.77
"248",2018-01-11 09:00:00,55.46
"249",2018-01-11 10:00:00,57.42
"250",2018-01-11 11:00:00,NA
"251",2018-01-11 12:00:00,30.5
"252",2018-01-11 13:00:00,20.81
"253",2018-01-11 14:00:00,16.57
"254",2018-01-11 15:00:00,17.43
"255",2018-01-11 16:00:00,17.61
"256",2018-01-11 17:00:00,21.17
"257",2018-01-11 18:00:00,47.12
"258",2018-01-11 19:00:00,71.86
"259",2018-01-11 20:00:00,73.89
"260",2018-01-11 21:00:00,60.55
"261",2018-01-11 22:00:00,33.94
"262",2018-01-11 23:00:00,27.91
"263",2018-01-12 00:00:00,35.61
"264",2018-01-12 01:00:00,27.2
"265",2018-01-12 02:00:00,38.16
"266",2018-01-12 03:00:00,26.32
"267",2018-01-12 04:00:00,21.29
"268",2018-01-12 05:00:00,15.74
"269",2018-01-12 06:00:00,15.18
"270",2018-01-12 07:00:00,20.23
"271",2018-01-12 08:00:00,23.96
"272",2018-01-12 09:00:00,23.13
"273",2018-01-12 10:00:00,28.61
"274",2018-01-12 11:00:00,NA
"275",2018-01-12 12:00:00,29.28
"276",2018-01-12 13:00:00,24.02
"277",2018-01-12 14:00:00,28.18
"278",2018-01-12 15:00:00,41.15
"279",2018-01-12 16:00:00,28.34
"280",2018-01-12 17:00:00,27.73
"281",2018-01-12 18:00:00,24.79
"282",2018-01-12 19:00:00,26.48
"283",2018-01-12 20:00:00,36.25
"284",2018-01-12 21:00:00,20.38
"285",2018-01-12 22:00:00,12.43
"286",2018-01-12 23:00:00,11.34
"287",2018-01-13 00:00:00,6.66
"288",2018-01-13 01:00:00,6.57
"289",2018-01-13 02:00:00,5.3
"290",2018-01-13 03:00:00,4.75
"291",2018-01-13 04:00:00,3.64
"292",2018-01-13 05:00:00,3.46
"293",2018-01-13 06:00:00,3.34
"294",2018-01-13 07:00:00,3.9
"295",2018-01-13 08:00:00,6.97
"296",2018-01-13 09:00:00,7.6
"297",2018-01-13 10:00:00,8.47
"298",2018-01-13 11:00:00,NA
"299",2018-01-13 12:00:00,12.35
"300",2018-01-13 13:00:00,19.5
"301",2018-01-13 14:00:00,15.18
"302",2018-01-13 15:00:00,18.95
"303",2018-01-13 16:00:00,12.33
"304",2018-01-13 17:00:00,14.82
"305",2018-01-13 18:00:00,15.58
"306",2018-01-13 19:00:00,15.34
"307",2018-01-13 20:00:00,25.13
"308",2018-01-13 21:00:00,21.73
"309",2018-01-13 22:00:00,16.51
"310",2018-01-13 23:00:00,11.12
"311",2018-01-14 00:00:00,11.91
"312",2018-01-14 01:00:00,13.91
"313",2018-01-14 02:00:00,10.09
"314",2018-01-14 03:00:00,9.71
"315",2018-01-14 04:00:00,10.53
"316",2018-01-14 05:00:00,9.03
"317",2018-01-14 06:00:00,8.15
"318",2018-01-14 07:00:00,7.45
"319",2018-01-14 08:00:00,8.15
"320",2018-01-14 09:00:00,9.19
"321",2018-01-14 10:00:00,11.37
"322",2018-01-14 11:00:00,NA
"323",2018-01-14 12:00:00,14.99
"324",2018-01-14 13:00:00,16.2
"325",2018-01-14 14:00:00,12.15
"326",2018-01-14 15:00:00,13.18
"327",2018-01-14 16:00:00,13.09
"328",2018-01-14 17:00:00,13.93
"329",2018-01-14 18:00:00,13.65
"330",2018-01-14 19:00:00,15.26
"331",2018-01-14 20:00:00,14.46
"332",2018-01-14 21:00:00,12.84
"333",2018-01-14 22:00:00,13.08
"334",2018-01-14 23:00:00,14.19
"335",2018-01-15 00:00:00,12.91
"336",2018-01-15 01:00:00,14.11
"337",2018-01-15 02:00:00,14.06
"338",2018-01-15 03:00:00,15.95
"339",2018-01-15 04:00:00,17.99
"340",2018-01-15 05:00:00,19.28
"341",2018-01-15 06:00:00,22.15
"342",2018-01-15 07:00:00,22.75
"343",2018-01-15 08:00:00,23.17
"344",2018-01-15 09:00:00,25.65
"345",2018-01-15 10:00:00,30.93
"346",2018-01-15 11:00:00,NA
"347",2018-01-15 12:00:00,24.63
"348",2018-01-15 13:00:00,22.43
"349",2018-01-15 14:00:00,20.78
"350",2018-01-15 15:00:00,19.5
"351",2018-01-15 16:00:00,NA
"352",2018-01-15 17:00:00,NA
"353",2018-01-15 18:00:00,NA
"354",2018-01-15 19:00:00,24.11
"355",2018-01-15 20:00:00,24.35
"356",2018-01-15 21:00:00,21.92
"357",2018-01-15 22:00:00,21.85
"358",2018-01-15 23:00:00,NA
"359",2018-01-16 00:00:00,25.62
"360",2018-01-16 01:00:00,27.43
"361",2018-01-16 02:00:00,23.88
"362",2018-01-16 03:00:00,28.54
"363",2018-01-16 04:00:00,29.95
"364",2018-01-16 05:00:00,25.18
"365",2018-01-16 06:00:00,30.06
"366",2018-01-16 07:00:00,32.02
"367",2018-01-16 08:00:00,36.86
"368",2018-01-16 09:00:00,48.15
"369",2018-01-16 10:00:00,53.68
"370",2018-01-16 11:00:00,NA
"371",2018-01-16 12:00:00,77.38
"372",2018-01-16 13:00:00,64.12
"373",2018-01-16 14:00:00,80.95
"374",2018-01-16 15:00:00,101.12
"375",2018-01-16 16:00:00,73.74
"376",2018-01-16 17:00:00,73.92
"377",2018-01-16 18:00:00,122.49
"378",2018-01-16 19:00:00,133.66
"379",2018-01-16 20:00:00,138.26
"380",2018-01-16 21:00:00,104.83
"381",2018-01-16 22:00:00,96.8
"382",2018-01-16 23:00:00,79.1
"383",2018-01-17 00:00:00,43.92
"384",2018-01-17 01:00:00,31.87
"385",2018-01-17 02:00:00,19.6
"386",2018-01-17 03:00:00,15.23
"387",2018-01-17 04:00:00,13.93
"388",2018-01-17 05:00:00,11.94
"389",2018-01-17 06:00:00,13.21
"390",2018-01-17 07:00:00,12.42
"391",2018-01-17 08:00:00,13.28
"392",2018-01-17 09:00:00,15.09
"393",2018-01-17 10:00:00,16.32
"394",2018-01-17 11:00:00,NA
"395",2018-01-17 12:00:00,25.69
"396",2018-01-17 13:00:00,20.08
"397",2018-01-17 14:00:00,7.98
"398",2018-01-17 15:00:00,5.38
"399",2018-01-17 16:00:00,5.05
"400",2018-01-17 17:00:00,5.04
"401",2018-01-17 18:00:00,4.93
"402",2018-01-17 19:00:00,4.32
"403",2018-01-17 20:00:00,5.44
"404",2018-01-17 21:00:00,7.35
"405",2018-01-17 22:00:00,5.32
"406",2018-01-17 23:00:00,5.44
"407",2018-01-18 00:00:00,4.1
"408",2018-01-18 01:00:00,4.21
"409",2018-01-18 02:00:00,4.56
"410",2018-01-18 03:00:00,5.95
"411",2018-01-18 04:00:00,6.78
"412",2018-01-18 05:00:00,6.16
"413",2018-01-18 06:00:00,6.59
"414",2018-01-18 07:00:00,7.5
"415",2018-01-18 08:00:00,7.82
"416",2018-01-18 09:00:00,8.79
"417",2018-01-18 10:00:00,8.13
"418",2018-01-18 11:00:00,NA
"419",2018-01-18 12:00:00,9.12
"420",2018-01-18 13:00:00,10.27
"421",2018-01-18 14:00:00,10.52
"422",2018-01-18 15:00:00,11.78
"423",2018-01-18 16:00:00,10.65
"424",2018-01-18 17:00:00,12.23
"425",2018-01-18 18:00:00,13.06
"426",2018-01-18 19:00:00,12.37
"427",2018-01-18 20:00:00,13.08
"428",2018-01-18 21:00:00,10.55
"429",2018-01-18 22:00:00,24.2
"430",2018-01-18 23:00:00,31.11
"431",2018-01-19 00:00:00,36.26
"432",2018-01-19 01:00:00,37.46
"433",2018-01-19 02:00:00,39.08
"434",2018-01-19 03:00:00,35.71
"435",2018-01-19 04:00:00,33.4
"436",2018-01-19 05:00:00,38.24
"437",2018-01-19 06:00:00,26.29
"438",2018-01-19 07:00:00,33.47
"439",2018-01-19 08:00:00,33.4
"440",2018-01-19 09:00:00,38.84
"441",2018-01-19 10:00:00,31.81
"442",2018-01-19 11:00:00,NA
"443",2018-01-19 12:00:00,40.08
"444",2018-01-19 13:00:00,47.11
"445",2018-01-19 14:00:00,41.94
"446",2018-01-19 15:00:00,34.61
"447",2018-01-19 16:00:00,31.31
"448",2018-01-19 17:00:00,57.95
"449",2018-01-19 18:00:00,NA
"450",2018-01-19 19:00:00,63.08
"451",2018-01-19 20:00:00,84.72
"452",2018-01-19 21:00:00,138.45
"453",2018-01-19 22:00:00,199.11
"454",2018-01-19 23:00:00,209.8
"455",2018-01-20 00:00:00,223.71
"456",2018-01-20 01:00:00,241.33
"457",2018-01-20 02:00:00,174.23
"458",2018-01-20 03:00:00,137.56
"459",2018-01-20 04:00:00,196.61
"460",2018-01-20 05:00:00,167.77
"461",2018-01-20 06:00:00,181.73
"462",2018-01-20 07:00:00,90.61
"463",2018-01-20 08:00:00,65.87
"464",2018-01-20 09:00:00,105.2
"465",2018-01-20 10:00:00,72.69
"466",2018-01-20 11:00:00,NA
"467",2018-01-20 12:00:00,25.32
"468",2018-01-20 13:00:00,16.54
"469",2018-01-20 14:00:00,22.5
"470",2018-01-20 15:00:00,14.32
"471",2018-01-20 16:00:00,13.66
"472",2018-01-20 17:00:00,14.22
"473",2018-01-20 18:00:00,8.38
"474",2018-01-20 19:00:00,10.71
"475",2018-01-20 20:00:00,13.66
"476",2018-01-20 21:00:00,31.66
"477",2018-01-20 22:00:00,51.32
"478",2018-01-20 23:00:00,18.14
"479",2018-01-21 00:00:00,13.46
"480",2018-01-21 01:00:00,11.14
"481",2018-01-21 02:00:00,21.04
"482",2018-01-21 03:00:00,15.02
"483",2018-01-21 04:00:00,15.28
"484",2018-01-21 05:00:00,13.72
"485",2018-01-21 06:00:00,22.21
"486",2018-01-21 07:00:00,21.66
"487",2018-01-21 08:00:00,13.16
"488",2018-01-21 09:00:00,20.39
"489",2018-01-21 10:00:00,30.08
"490",2018-01-21 11:00:00,NA
"491",2018-01-21 12:00:00,26.92
"492",2018-01-21 13:00:00,39.89
"493",2018-01-21 14:00:00,42.4
"494",2018-01-21 15:00:00,44.26
"495",2018-01-21 16:00:00,32.19
"496",2018-01-21 17:00:00,13.38
"497",2018-01-21 18:00:00,16.89
"498",2018-01-21 19:00:00,19.29
"499",2018-01-21 20:00:00,18.87
"500",2018-01-21 21:00:00,15.08
"501",2018-01-21 22:00:00,15.32
"502",2018-01-21 23:00:00,17.99
"503",2018-01-22 00:00:00,19.31
"504",2018-01-22 01:00:00,14.06
"505",2018-01-22 02:00:00,7.57
"506",2018-01-22 03:00:00,5.7
"507",2018-01-22 04:00:00,5.67
"508",2018-01-22 05:00:00,6.6
"509",2018-01-22 06:00:00,6.27
"510",2018-01-22 07:00:00,5.82
"511",2018-01-22 08:00:00,6.25
"512",2018-01-22 09:00:00,7.93
"513",2018-01-22 10:00:00,15.46
"514",2018-01-22 11:00:00,NA
"515",2018-01-22 12:00:00,20.77
"516",2018-01-22 13:00:00,21.43
"517",2018-01-22 14:00:00,25.43
"518",2018-01-22 15:00:00,27.8
"519",2018-01-22 16:00:00,28.58
"520",2018-01-22 17:00:00,30.34
"521",2018-01-22 18:00:00,36.22
"522",2018-01-22 19:00:00,36.91
"523",2018-01-22 20:00:00,37.87
"524",2018-01-22 21:00:00,32.84
"525",2018-01-22 22:00:00,30.32
"526",2018-01-22 23:00:00,26.1
"527",2018-01-23 00:00:00,25.43
"528",2018-01-23 01:00:00,26.94
"529",2018-01-23 02:00:00,26.32
"530",2018-01-23 03:00:00,25.88
"531",2018-01-23 04:00:00,NA
"532",2018-01-23 05:00:00,NA
"533",2018-01-23 06:00:00,NA
"534",2018-01-23 07:00:00,NA
"535",2018-01-23 08:00:00,NA
"536",2018-01-23 09:00:00,40.2
"537",2018-01-23 10:00:00,43.44
"538",2018-01-23 11:00:00,NA
"539",2018-01-23 12:00:00,65.82
"540",2018-01-23 13:00:00,33.66
"541",2018-01-23 14:00:00,37.61
"542",2018-01-23 15:00:00,29.04
"543",2018-01-23 16:00:00,38.12
"544",2018-01-23 17:00:00,42.7
"545",2018-01-23 18:00:00,43.74
"546",2018-01-23 19:00:00,70.47
"547",2018-01-23 20:00:00,79.44
"548",2018-01-23 21:00:00,34.33
"549",2018-01-23 22:00:00,50.02
"550",2018-01-23 23:00:00,109.38
"551",2018-01-24 00:00:00,46.91
"552",2018-01-24 01:00:00,35.51
"553",2018-01-24 02:00:00,32.28
"554",2018-01-24 03:00:00,45.51
"555",2018-01-24 04:00:00,38.23
"556",2018-01-24 05:00:00,32.77
"557",2018-01-24 06:00:00,29.31
"558",2018-01-24 07:00:00,35.19
"559",2018-01-24 08:00:00,43.02
"560",2018-01-24 09:00:00,30.02
"561",2018-01-24 10:00:00,29.14
"562",2018-01-24 11:00:00,NA
"563",2018-01-24 12:00:00,25.17
"564",2018-01-24 13:00:00,16.5
"565",2018-01-24 14:00:00,14.84
"566",2018-01-24 15:00:00,16.28
"567",2018-01-24 16:00:00,17.11
"568",2018-01-24 17:00:00,17.78
"569",2018-01-24 18:00:00,19.54
"570",2018-01-24 19:00:00,21.69
"571",2018-01-24 20:00:00,24.6
"572",2018-01-24 21:00:00,109.68
"573",2018-01-24 22:00:00,127.95
"574",2018-01-24 23:00:00,100.04
"575",2018-01-25 00:00:00,48.04
"576",2018-01-25 01:00:00,64.99
"577",2018-01-25 02:00:00,102.68
"578",2018-01-25 03:00:00,97.29
"579",2018-01-25 04:00:00,88.3
"580",2018-01-25 05:00:00,86.06
"581",2018-01-25 06:00:00,46.93
"582",2018-01-25 07:00:00,52.79
"583",2018-01-25 08:00:00,NA
"584",2018-01-25 09:00:00,NA
"585",2018-01-25 10:00:00,108.07
"586",2018-01-25 11:00:00,NA
"587",2018-01-25 12:00:00,147.07
"588",2018-01-25 13:00:00,157.34
"589",2018-01-25 14:00:00,124.18
"590",2018-01-25 15:00:00,81.68
"591",2018-01-25 16:00:00,100.24
"592",2018-01-25 17:00:00,84.84
"593",2018-01-25 18:00:00,107.36
"594",2018-01-25 19:00:00,NA
"595",2018-01-25 20:00:00,354.72
"596",2018-01-25 21:00:00,NA
"597",2018-01-25 22:00:00,254.89
"598",2018-01-25 23:00:00,231.63
"599",2018-01-26 00:00:00,280.06
"600",2018-01-26 01:00:00,313.72
"601",2018-01-26 02:00:00,334.49
"602",2018-01-26 03:00:00,288.83
"603",2018-01-26 04:00:00,295.66
"604",2018-01-26 05:00:00,254.7
"605",2018-01-26 06:00:00,200.36
"606",2018-01-26 07:00:00,169.55
"607",2018-01-26 08:00:00,140.64
"608",2018-01-26 09:00:00,152.4
"609",2018-01-26 10:00:00,158.56
"610",2018-01-26 11:00:00,NA
"611",2018-01-26 12:00:00,205.69
"612",2018-01-26 13:00:00,231.72
"613",2018-01-26 14:00:00,229.29
"614",2018-01-26 15:00:00,210.83
"615",2018-01-26 16:00:00,173.15
"616",2018-01-26 17:00:00,161.91
"617",2018-01-26 18:00:00,168.99
"618",2018-01-26 19:00:00,182.01
"619",2018-01-26 20:00:00,193.74
"620",2018-01-26 21:00:00,279.16
"621",2018-01-26 22:00:00,453.38
"622",2018-01-26 23:00:00,343.1
"623",2018-01-27 00:00:00,482.88
"624",2018-01-27 01:00:00,357.09
"625",2018-01-27 02:00:00,328.45
"626",2018-01-27 03:00:00,286.42
"627",2018-01-27 04:00:00,284.82
"628",2018-01-27 05:00:00,203.64
"629",2018-01-27 06:00:00,158.84
"630",2018-01-27 07:00:00,156.15
"631",2018-01-27 08:00:00,160.63
"632",2018-01-27 09:00:00,181.34
"633",2018-01-27 10:00:00,247.39
"634",2018-01-27 11:00:00,NA
"635",2018-01-27 12:00:00,213.95
"636",2018-01-27 13:00:00,210.69
"637",2018-01-27 14:00:00,197.08
"638",2018-01-27 15:00:00,195.79
"639",2018-01-27 16:00:00,200.92
"640",2018-01-27 17:00:00,212.04
"641",2018-01-27 18:00:00,249.21
"642",2018-01-27 19:00:00,219.88
"643",2018-01-27 20:00:00,326.13
"644",2018-01-27 21:00:00,300.11
"645",2018-01-27 22:00:00,309.86
"646",2018-01-27 23:00:00,315.44
"647",2018-01-28 00:00:00,321.77
"648",2018-01-28 01:00:00,295.3
"649",2018-01-28 02:00:00,689.65
"650",2018-01-28 03:00:00,640.97
"651",2018-01-28 04:00:00,599.78
"652",2018-01-28 05:00:00,386.76
"653",2018-01-28 06:00:00,327.07
"654",2018-01-28 07:00:00,320.42
"655",2018-01-28 08:00:00,361.06
"656",2018-01-28 09:00:00,263.78
"657",2018-01-28 10:00:00,288.97
"658",2018-01-28 11:00:00,NA
"659",2018-01-28 12:00:00,341.26
"660",2018-01-28 13:00:00,336.62
"661",2018-01-28 14:00:00,312.41
"662",2018-01-28 15:00:00,209.44
"663",2018-01-28 16:00:00,41.15
"664",2018-01-28 17:00:00,59.85
"665",2018-01-28 18:00:00,121.21
"666",2018-01-28 19:00:00,50.13
"667",2018-01-28 20:00:00,33.79
"668",2018-01-28 21:00:00,24.86
"669",2018-01-28 22:00:00,24.1
"670",2018-01-28 23:00:00,44.06
"671",2018-01-29 00:00:00,22.91
"672",2018-01-29 01:00:00,30.08
"673",2018-01-29 02:00:00,32.43
"674",2018-01-29 03:00:00,30.21
"675",2018-01-29 04:00:00,29.2
"676",2018-01-29 05:00:00,29.16
"677",2018-01-29 06:00:00,27.6
"678",2018-01-29 07:00:00,34.79
"679",2018-01-29 08:00:00,39.85
"680",2018-01-29 09:00:00,52.64
"681",2018-01-29 10:00:00,43.83
"682",2018-01-29 11:00:00,NA
"683",2018-01-29 12:00:00,27.61
"684",2018-01-29 13:00:00,23.78
"685",2018-01-29 14:00:00,20.42
"686",2018-01-29 15:00:00,18.01
"687",2018-01-29 16:00:00,23.56
"688",2018-01-29 17:00:00,28.91
"689",2018-01-29 18:00:00,39.93
"690",2018-01-29 19:00:00,83.61
"691",2018-01-29 20:00:00,73.62
"692",2018-01-29 21:00:00,69.25
"693",2018-01-29 22:00:00,70.04
"694",2018-01-29 23:00:00,NA
"695",2018-01-30 00:00:00,NA
"696",2018-01-30 01:00:00,NA
"697",2018-01-30 02:00:00,NA
"698",2018-01-30 03:00:00,NA
"699",2018-01-30 04:00:00,NA
"700",2018-01-30 05:00:00,NA
"701",2018-01-30 06:00:00,NA
